键  英文    中文
block.minecraft.banner.triangle_bottom.white	White Chevron	底白三角
block.minecraft.banner.triangle_bottom.yellow	Yellow Chevron	底黄三角
block.minecraft.banner.triangle_top.black	Black Inverted Chevron	顶黑三角
block.minecraft.banner.triangle_top.blue	Blue Inverted Chevron	顶蓝三角
block.minecraft.banner.triangle_top.brown	Brown Inverted Chevron	顶棕三角
block.minecraft.banner.triangle_top.cyan	Cyan Inverted Chevron	顶青三角
block.minecraft.banner.triangle_top.gray	Gray Inverted Chevron	灰色顶三角
block.minecraft.banner.triangle_top.green	Green Inverted Chevron	顶绿三角
block.minecraft.banner.triangle_top.light_blue	Light Blue Inverted Chevron	淡蓝色顶三角
block.minecraft.banner.triangle_top.light_gray	Light Gray Inverted Chevron	顶淡灰三角
block.minecraft.banner.triangle_top.lime	Lime Inverted Chevron	黄绿色顶三角
block.minecraft.banner.triangle_top.magenta	Magenta Inverted Chevron	品红色顶三角
block.minecraft.banner.triangle_top.orange	Orange Inverted Chevron	橙色顶三角
block.minecraft.banner.triangle_top.pink	Pink Inverted Chevron	粉红色顶三角
block.minecraft.banner.triangle_top.purple	Purple Inverted Chevron	顶紫三角
block.minecraft.banner.triangle_top.red	Red Inverted Chevron	顶红三角
block.minecraft.banner.triangle_top.white	White Inverted Chevron	白色顶三角
block.minecraft.banner.triangle_top.yellow	Yellow Inverted Chevron	黄色顶三角
block.minecraft.banner.triangles_bottom.black	Black Base Indented	黑色底波纹
block.minecraft.banner.triangles_bottom.blue	Blue Base Indented	蓝色底波纹
block.minecraft.banner.triangles_bottom.brown	Brown Base Indented	棕色底波纹
block.minecraft.banner.triangles_bottom.cyan	Cyan Base Indented	青色底波纹
block.minecraft.banner.triangles_bottom.gray	Gray Base Indented	灰色底波纹
block.minecraft.banner.triangles_bottom.green	Green Base Indented	绿色底波纹
block.minecraft.banner.triangles_bottom.light_blue	Light Blue Base Indented	淡蓝色底波纹
block.minecraft.banner.triangles_bottom.light_gray	Light Gray Base Indented	淡灰色底波纹
block.minecraft.banner.triangles_bottom.lime	Lime Base Indented	黄绿色底波纹
block.minecraft.banner.triangles_bottom.magenta	Magenta Base Indented	品红色底波纹
block.minecraft.banner.triangles_bottom.orange	Orange Base Indented	橙色底波纹
block.minecraft.banner.triangles_bottom.pink	Pink Base Indented	粉红色底波纹
block.minecraft.banner.triangles_bottom.purple	Purple Base Indented	紫色底波纹
block.minecraft.banner.triangles_bottom.red	Red Base Indented	红色底波纹
block.minecraft.banner.triangles_bottom.white	White Base Indented	白色底波纹
block.minecraft.banner.triangles_bottom.yellow	Yellow Base Indented	黄色底波纹
block.minecraft.banner.triangles_top.black	Black Chief Indented	黑色顶波纹
block.minecraft.banner.triangles_top.blue	Blue Chief Indented	蓝色顶波纹
block.minecraft.banner.triangles_top.brown	Brown Chief Indented	棕色顶波纹
block.minecraft.banner.triangles_top.cyan	Cyan Chief Indented	青色顶波纹
block.minecraft.banner.triangles_top.gray	Gray Chief Indented	灰色顶波纹
block.minecraft.banner.triangles_top.green	Green Chief Indented	绿色顶波纹
block.minecraft.banner.triangles_top.light_blue	Light Blue Chief Indented	淡蓝色顶波纹
block.minecraft.banner.triangles_top.light_gray	Light Gray Chief Indented	淡灰色顶波纹
block.minecraft.banner.triangles_top.lime	Lime Chief Indented	黄绿色顶波纹
block.minecraft.banner.triangles_top.magenta	Magenta Chief Indented	品红色顶波纹
block.minecraft.banner.triangles_top.orange	Orange Chief Indented	橙色顶波纹
block.minecraft.banner.triangles_top.pink	Pink Chief Indented	粉红色顶波纹
block.minecraft.banner.triangles_top.purple	Purple Chief Indented	紫色顶波纹
block.minecraft.banner.triangles_top.red	Red Chief Indented	红色顶波纹
block.minecraft.banner.triangles_top.white	White Chief Indented	白色顶波纹
block.minecraft.banner.triangles_top.yellow	Yellow Chief Indented	黄色顶波纹
block.minecraft.barrel	Barrel	木桶
block.minecraft.barrier	Barrier	屏障
block.minecraft.basalt	Basalt	玄武岩
block.minecraft.beacon	Beacon	信标
block.minecraft.beacon.primary	Primary Power	主效果
block.minecraft.beacon.secondary	Secondary Power	辅助效果
block.minecraft.bed.no_sleep	You can sleep only at night or during thunderstorms	你只能在夜间或雷暴中入眠
block.minecraft.bed.not_safe	You may not rest now; there are monsters nearby	你现在不能休息，周围有怪物在游荡
block.minecraft.bed.obstructed	This bed is obstructed	这张床已被阻挡
block.minecraft.bed.occupied	This bed is occupied	这张床已被占用
block.minecraft.bed.too_far_away	You may not rest now; the bed is too far away	你现在不能休息，床太远了
block.minecraft.bedrock	Bedrock	基岩
block.minecraft.bee_nest	Bee Nest	蜂巢
block.minecraft.beehive	Beehive	蜂箱
block.minecraft.beetroots	Beetroots	甜菜根
block.minecraft.bell	Bell	钟
block.minecraft.big_dripleaf	Big Dripleaf	大型垂滴叶
block.minecraft.big_dripleaf_stem	Big Dripleaf Stem	大型垂滴叶茎
block.minecraft.birch_button	Birch Button	白桦木按钮
block.minecraft.birch_door	Birch Door	白桦木门
block.minecraft.birch_fence	Birch Fence	白桦木栅栏
block.minecraft.birch_fence_gate	Birch Fence Gate	白桦木栅栏门
block.minecraft.birch_hanging_sign	Birch Hanging Sign	悬挂式白桦木告示牌
block.minecraft.birch_leaves	Birch Leaves	白桦树叶
block.minecraft.birch_log	Birch Log	白桦原木
block.minecraft.birch_planks	Birch Planks	白桦木板
block.minecraft.birch_pressure_plate	Birch Pressure Plate	白桦木压力板
block.minecraft.birch_sapling	Birch Sapling	白桦树苗
block.minecraft.birch_sign	Birch Sign	白桦木告示牌
block.minecraft.birch_slab	Birch Slab	白桦木台阶
block.minecraft.birch_stairs	Birch Stairs	白桦木楼梯
block.minecraft.birch_trapdoor	Birch Trapdoor	白桦木活板门
block.minecraft.birch_wall_hanging_sign	Birch Wall Hanging Sign	墙上的悬挂式白桦木告示牌
block.minecraft.birch_wall_sign	Birch Wall Sign	墙上的白桦木告示牌
block.minecraft.birch_wood	Birch Wood	白桦木
block.minecraft.black_banner	Black Banner	黑色旗帜
block.minecraft.black_bed	Black Bed	黑色床
block.minecraft.black_candle	Black Candle	黑色蜡烛
block.minecraft.black_candle_cake	Cake with Black Candle	插上黑色蜡烛的蛋糕
block.minecraft.black_carpet	Black Carpet	黑色地毯
block.minecraft.black_concrete	Black Concrete	黑色混凝土
block.minecraft.black_concrete_powder	Black Concrete Powder	黑色混凝土粉末
block.minecraft.black_glazed_terracotta	Black Glazed Terracotta	黑色带釉陶瓦
block.minecraft.black_shulker_box	Black Shulker Box	黑色潜影盒
block.minecraft.black_stained_glass	Black Stained Glass	黑色染色玻璃
block.minecraft.black_stained_glass_pane	Black Stained Glass Pane	黑色染色玻璃板
block.minecraft.black_terracotta	Black Terracotta	黑色陶瓦
block.minecraft.black_wool	Black Wool	黑色羊毛
block.minecraft.blackstone	Blackstone	黑石
block.minecraft.blackstone_slab	Blackstone Slab	黑石台阶
block.minecraft.blackstone_stairs	Blackstone Stairs	黑石楼梯
block.minecraft.blackstone_wall	Blackstone Wall	黑石墙
block.minecraft.blast_furnace	Blast Furnace	高炉
block.minecraft.blue_banner	Blue Banner	蓝色旗帜
block.minecraft.blue_bed	Blue Bed	蓝色床
block.minecraft.blue_candle	Blue Candle	蓝色蜡烛
block.minecraft.blue_candle_cake	Cake with Blue Candle	插上蓝色蜡烛的蛋糕
block.minecraft.blue_carpet	Blue Carpet	蓝色地毯
block.minecraft.blue_concrete	Blue Concrete	蓝色混凝土
block.minecraft.blue_concrete_powder	Blue Concrete Powder	蓝色混凝土粉末
block.minecraft.blue_glazed_terracotta	Blue Glazed Terracotta	蓝色带釉陶瓦
block.minecraft.blue_ice	Blue Ice	蓝冰
block.minecraft.blue_orchid	Blue Orchid	兰花
block.minecraft.blue_shulker_box	Blue Shulker Box	蓝色潜影盒
block.minecraft.blue_stained_glass	Blue Stained Glass	蓝色染色玻璃
block.minecraft.blue_stained_glass_pane	Blue Stained Glass Pane	蓝色染色玻璃板
block.minecraft.blue_terracotta	Blue Terracotta	蓝色陶瓦
block.minecraft.blue_wool	Blue Wool	蓝色羊毛
block.minecraft.bone_block	Bone Block	骨块
block.minecraft.bookshelf	Bookshelf	书架
block.minecraft.brain_coral	Brain Coral	脑纹珊瑚
block.minecraft.brain_coral_block	Brain Coral Block	脑纹珊瑚块
block.minecraft.brain_coral_fan	Brain Coral Fan	脑纹珊瑚扇
block.minecraft.brain_coral_wall_fan	Brain Coral Wall Fan	墙上的脑纹珊瑚扇
block.minecraft.brewing_stand	Brewing Stand	酿造台
block.minecraft.brick_slab	Brick Slab	红砖台阶
block.minecraft.brick_stairs	Brick Stairs	红砖楼梯
block.minecraft.brick_wall	Brick Wall	红砖墙
block.minecraft.bricks	Bricks	红砖块
block.minecraft.brown_banner	Brown Banner	棕色旗帜
block.minecraft.brown_bed	Brown Bed	棕色床
block.minecraft.brown_candle	Brown Candle	棕色蜡烛
block.minecraft.brown_candle_cake	Cake with Brown Candle	插上棕色蜡烛的蛋糕
block.minecraft.brown_carpet	Brown Carpet	棕色地毯
block.minecraft.brown_concrete	Brown Concrete	棕色混凝土
block.minecraft.brown_concrete_powder	Brown Concrete Powder	棕色混凝土粉末
block.minecraft.brown_glazed_terracotta	Brown Glazed Terracotta	棕色带釉陶瓦
block.minecraft.brown_mushroom	Brown Mushroom	棕色蘑菇
block.minecraft.brown_mushroom_block	Brown Mushroom Block	棕色蘑菇方块
block.minecraft.brown_shulker_box	Brown Shulker Box	棕色潜影盒
block.minecraft.brown_stained_glass	Brown Stained Glass	棕色染色玻璃
block.minecraft.brown_stained_glass_pane	Brown Stained Glass Pane	棕色染色玻璃板
block.minecraft.brown_terracotta	Brown Terracotta	棕色陶瓦
block.minecraft.brown_wool	Brown Wool	棕色羊毛
block.minecraft.bubble_column	Bubble Column	气泡柱
block.minecraft.bubble_coral	Bubble Coral	气泡珊瑚
block.minecraft.bubble_coral_block	Bubble Coral Block	气泡珊瑚块
block.minecraft.bubble_coral_fan	Bubble Coral Fan	气泡珊瑚扇
block.minecraft.bubble_coral_wall_fan	Bubble Coral Wall Fan	墙上的气泡珊瑚扇
block.minecraft.budding_amethyst	Budding Amethyst	紫水晶母岩
block.minecraft.cactus	Cactus	仙人掌
block.minecraft.cake	Cake	蛋糕
block.minecraft.calcite	Calcite	方解石
block.minecraft.calibrated_sculk_sensor	Calibrated Sculk Sensor	校频幽匿感测体
block.minecraft.campfire	Campfire	营火
block.minecraft.candle	Candle	蜡烛
block.minecraft.candle_cake	Cake with Candle	插上蜡烛的蛋糕
block.minecraft.carrots	Carrots	胡萝卜
block.minecraft.cartography_table	Cartography Table	制图台
block.minecraft.carved_pumpkin	Carved Pumpkin	雕刻南瓜
block.minecraft.cauldron	Cauldron	炼药锅
block.minecraft.cave_air	Cave Air	洞穴空气
block.minecraft.cave_vines	Cave Vines	洞穴藤蔓
block.minecraft.cave_vines_plant	Cave Vines Plant	洞穴藤蔓植株
block.minecraft.chain	Chain	锁链
block.minecraft.chain_command_block	Chain Command Block	连锁型命令方块
block.minecraft.cherry_button	Cherry Button	樱花木按钮
block.minecraft.cherry_door	Cherry Door	樱花木门
block.minecraft.cherry_fence	Cherry Fence	樱花木栅栏
block.minecraft.cherry_fence_gate	Cherry Fence Gate	樱花木栅栏门
block.minecraft.cherry_hanging_sign	Cherry Hanging Sign	悬挂式樱花木告示牌
block.minecraft.cherry_leaves	Cherry Leaves	樱花树叶
block.minecraft.cherry_log	Cherry Log	樱花原木
block.minecraft.cherry_planks	Cherry Planks	樱花木板
block.minecraft.cherry_pressure_plate	Cherry Pressure Plate	樱花木压力板
block.minecraft.cherry_sapling	Cherry Sapling	樱花树苗
block.minecraft.cherry_sign	Cherry Sign	樱花木告示牌
block.minecraft.cherry_slab	Cherry Slab	樱花木台阶
block.minecraft.cherry_stairs	Cherry Stairs	樱花木楼梯
block.minecraft.cherry_trapdoor	Cherry Trapdoor	樱花木活板门
block.minecraft.cherry_wall_hanging_sign	Cherry Wall Hanging Sign	墙上的悬挂式樱花木告示牌
block.minecraft.cherry_wall_sign	Cherry Wall Sign	墙上的樱花木告示牌
block.minecraft.cherry_wood	Cherry Wood	樱花木
block.minecraft.chest	Chest	箱子
block.minecraft.chipped_anvil	Chipped Anvil	开裂的铁砧
block.minecraft.chiseled_bookshelf	Chiseled Bookshelf	雕纹书架
block.minecraft.chiseled_copper	Chiseled Copper	雕纹铜块
block.minecraft.chiseled_deepslate	Chiseled Deepslate	雕纹深板岩
block.minecraft.chiseled_nether_bricks	Chiseled Nether Bricks	雕纹下界砖块
block.minecraft.chiseled_polished_blackstone	Chiseled Polished Blackstone	雕纹磨制黑石
block.minecraft.chiseled_quartz_block	Chiseled Quartz Block	雕纹石英块
block.minecraft.chiseled_red_sandstone	Chiseled Red Sandstone	雕纹红砂岩
block.minecraft.chiseled_sandstone	Chiseled Sandstone	雕纹砂岩
block.minecraft.chiseled_stone_bricks	Chiseled Stone Bricks	雕纹石砖
block.minecraft.chiseled_tuff	Chiseled Tuff	雕纹凝灰岩
block.minecraft.chiseled_tuff_bricks	Chiseled Tuff Bricks	雕纹凝灰岩砖
block.minecraft.chorus_flower	Chorus Flower	紫颂花
block.minecraft.chorus_plant	Chorus Plant	紫颂植株
block.minecraft.clay	Clay	黏土
block.minecraft.coal_block	Block of Coal	煤炭块
block.minecraft.coal_ore	Coal Ore	煤矿石
block.minecraft.coarse_dirt	Coarse Dirt	砂土
block.minecraft.cobbled_deepslate	Cobbled Deepslate	深板岩圆石
block.minecraft.cobbled_deepslate_slab	Cobbled Deepslate Slab	深板岩圆石台阶
block.minecraft.cobbled_deepslate_stairs	Cobbled Deepslate Stairs	深板岩圆石楼梯
block.minecraft.cobbled_deepslate_wall	Cobbled Deepslate Wall	深板岩圆石墙
block.minecraft.cobblestone	Cobblestone	圆石
block.minecraft.cobblestone_slab	Cobblestone Slab	圆石台阶
block.minecraft.cobblestone_stairs	Cobblestone Stairs	圆石楼梯
block.minecraft.cobblestone_wall	Cobblestone Wall	圆石墙
block.minecraft.cobweb	Cobweb	蜘蛛网
block.minecraft.cocoa	Cocoa	可可果
block.minecraft.command_block	Command Block	命令方块
block.minecraft.comparator	Redstone Comparator	红石比较器
block.minecraft.composter	Composter	堆肥桶
block.minecraft.conduit	Conduit	潮涌核心
block.minecraft.copper_block	Block of Copper	铜块
block.minecraft.copper_bulb	Copper Bulb	铜灯
block.minecraft.copper_door	Copper Door	铜门
block.minecraft.copper_grate	Copper Grate	铜格栅
block.minecraft.copper_ore	Copper Ore	铜矿石
block.minecraft.copper_trapdoor	Copper Trapdoor	铜活板门
block.minecraft.cornflower	Cornflower	矢车菊
block.minecraft.cracked_deepslate_bricks	Cracked Deepslate Bricks	裂纹深板岩砖
block.minecraft.cracked_deepslate_tiles	Cracked Deepslate Tiles	裂纹深板岩瓦
block.minecraft.cracked_nether_bricks	Cracked Nether Bricks	裂纹下界砖块
block.minecraft.cracked_polished_blackstone_bricks	Cracked Polished Blackstone Bricks	裂纹磨制黑石砖
block.minecraft.cracked_stone_bricks	Cracked Stone Bricks	裂纹石砖
block.minecraft.crafter	Crafter	合成器
block.minecraft.crafting_table	Crafting Table	工作台
block.minecraft.creeper_head	Creeper Head	苦力怕的头
block.minecraft.creeper_wall_head	Creeper Wall Head	墙上的苦力怕的头
block.minecraft.crimson_button	Crimson Button	绯红木按钮
block.minecraft.crimson_door	Crimson Door	绯红木门
block.minecraft.crimson_fence	Crimson Fence	绯红木栅栏
block.minecraft.crimson_fence_gate	Crimson Fence Gate	绯红木栅栏门
block.minecraft.crimson_fungus	Crimson Fungus	绯红菌
block.minecraft.crimson_hanging_sign	Crimson Hanging Sign	悬挂式绯红木告示牌
block.minecraft.crimson_hyphae	Crimson Hyphae	绯红菌核
block.minecraft.crimson_nylium	Crimson Nylium	绯红菌岩
block.minecraft.crimson_planks	Crimson Planks	绯红木板
block.minecraft.crimson_pressure_plate	Crimson Pressure Plate	绯红木压力板
block.minecraft.crimson_roots	Crimson Roots	绯红菌索
block.minecraft.crimson_sign	Crimson Sign	绯红木告示牌
block.minecraft.crimson_slab	Crimson Slab	绯红木台阶
block.minecraft.crimson_stairs	Crimson Stairs	绯红木楼梯
block.minecraft.crimson_stem	Crimson Stem	绯红菌柄
block.minecraft.crimson_trapdoor	Crimson Trapdoor	绯红木活板门
block.minecraft.crimson_wall_hanging_sign	Crimson Wall Hanging Sign	墙上的悬挂式绯红木告示牌
block.minecraft.crimson_wall_sign	Crimson Wall Sign	墙上的绯红木告示牌
block.minecraft.crying_obsidian	Crying Obsidian	哭泣的黑曜石
block.minecraft.cut_copper	Cut Copper	切制铜块
block.minecraft.cut_copper_slab	Cut Copper Slab	切制铜台阶
block.minecraft.cut_copper_stairs	Cut Copper Stairs	切制铜楼梯
block.minecraft.cut_red_sandstone	Cut Red Sandstone	切制红砂岩
block.minecraft.cut_red_sandstone_slab	Cut Red Sandstone Slab	切制红砂岩台阶
block.minecraft.cut_sandstone	Cut Sandstone	切制砂岩
block.minecraft.cut_sandstone_slab	Cut Sandstone Slab	切制砂岩台阶
block.minecraft.cyan_banner	Cyan Banner	青色旗帜
block.minecraft.cyan_bed	Cyan Bed	青色床
block.minecraft.cyan_candle	Cyan Candle	青色蜡烛
block.minecraft.cyan_candle_cake	Cake with Cyan Candle	插上青色蜡烛的蛋糕
block.minecraft.cyan_carpet	Cyan Carpet	青色地毯
block.minecraft.cyan_concrete	Cyan Concrete	青色混凝土
block.minecraft.cyan_concrete_powder	Cyan Concrete Powder	青色混凝土粉末
block.minecraft.cyan_glazed_terracotta	Cyan Glazed Terracotta	青色带釉陶瓦
block.minecraft.cyan_shulker_box	Cyan Shulker Box	青色潜影盒
block.minecraft.cyan_stained_glass	Cyan Stained Glass	青色染色玻璃
block.minecraft.cyan_stained_glass_pane	Cyan Stained Glass Pane	青色染色玻璃板
block.minecraft.cyan_terracotta	Cyan Terracotta	青色陶瓦
block.minecraft.cyan_wool	Cyan Wool	青色羊毛
block.minecraft.damaged_anvil	Damaged Anvil	损坏的铁砧
block.minecraft.dandelion	Dandelion	蒲公英
block.minecraft.dark_oak_button	Dark Oak Button	深色橡木按钮
block.minecraft.dark_oak_door	Dark Oak Door	深色橡木门
block.minecraft.dark_oak_fence	Dark Oak Fence	深色橡木栅栏
block.minecraft.dark_oak_fence_gate	Dark Oak Fence Gate	深色橡木栅栏门
block.minecraft.dark_oak_hanging_sign	Dark Oak Hanging Sign	悬挂式深色橡木告示牌
block.minecraft.dark_oak_leaves	Dark Oak Leaves	深色橡树树叶
block.minecraft.dark_oak_log	Dark Oak Log	深色橡木原木
block.minecraft.dark_oak_planks	Dark Oak Planks	深色橡木木板
block.minecraft.dark_oak_pressure_plate	Dark Oak Pressure Plate	深色橡木压力板
block.minecraft.dark_oak_sapling	Dark Oak Sapling	深色橡树树苗
block.minecraft.dark_oak_sign	Dark Oak Sign	深色橡木告示牌
block.minecraft.dark_oak_slab	Dark Oak Slab	深色橡木台阶
block.minecraft.dark_oak_stairs	Dark Oak Stairs	深色橡木楼梯
block.minecraft.dark_oak_trapdoor	Dark Oak Trapdoor	深色橡木活板门
block.minecraft.dark_oak_wall_hanging_sign	Dark Oak Wall Hanging Sign	墙上的悬挂式深色橡木告示牌
block.minecraft.dark_oak_wall_sign	Dark Oak Wall Sign	墙上的深色橡木告示牌
block.minecraft.dark_oak_wood	Dark Oak Wood	深色橡木
block.minecraft.dark_prismarine	Dark Prismarine	暗海晶石
block.minecraft.dark_prismarine_slab	Dark Prismarine Slab	暗海晶石台阶
block.minecraft.dark_prismarine_stairs	Dark Prismarine Stairs	暗海晶石楼梯
block.minecraft.daylight_detector	Daylight Detector	阳光探测器
block.minecraft.dead_brain_coral	Dead Brain Coral	失活的脑纹珊瑚
block.minecraft.dead_brain_coral_block	Dead Brain Coral Block	失活的脑纹珊瑚块
block.minecraft.dead_brain_coral_fan	Dead Brain Coral Fan	失活的脑纹珊瑚扇
block.minecraft.dead_brain_coral_wall_fan	Dead Brain Coral Wall Fan	墙上的失活脑纹珊瑚扇
block.minecraft.dead_bubble_coral	Dead Bubble Coral	失活的气泡珊瑚
block.minecraft.dead_bubble_coral_block	Dead Bubble Coral Block	失活的气泡珊瑚块
block.minecraft.dead_bubble_coral_fan	Dead Bubble Coral Fan	失活的气泡珊瑚扇
block.minecraft.dead_bubble_coral_wall_fan	Dead Bubble Coral Wall Fan	墙上的失活气泡珊瑚扇
block.minecraft.dead_bush	Dead Bush	枯萎的灌木
block.minecraft.dead_fire_coral	Dead Fire Coral	失活的火珊瑚
block.minecraft.dead_fire_coral_block	Dead Fire Coral Block	失活的火珊瑚块
block.minecraft.dead_fire_coral_fan	Dead Fire Coral Fan	失活的火珊瑚扇
block.minecraft.dead_fire_coral_wall_fan	Dead Fire Coral Wall Fan	墙上的失活火珊瑚扇
block.minecraft.dead_horn_coral	Dead Horn Coral	失活的鹿角珊瑚
block.minecraft.dead_horn_coral_block	Dead Horn Coral Block	失活的鹿角珊瑚块
block.minecraft.dead_horn_coral_fan	Dead Horn Coral Fan	失活的鹿角珊瑚扇
block.minecraft.dead_horn_coral_wall_fan	Dead Horn Coral Wall Fan	墙上的失活鹿角珊瑚扇
block.minecraft.dead_tube_coral	Dead Tube Coral	失活的管珊瑚
block.minecraft.dead_tube_coral_block	Dead Tube Coral Block	失活的管珊瑚块
block.minecraft.dead_tube_coral_fan	Dead Tube Coral Fan	失活的管珊瑚扇
block.minecraft.dead_tube_coral_wall_fan	Dead Tube Coral Wall Fan	墙上的失活管珊瑚扇
block.minecraft.decorated_pot	Decorated Pot	饰纹陶罐
block.minecraft.deepslate	Deepslate	深板岩
block.minecraft.deepslate_brick_slab	Deepslate Brick Slab	深板岩砖台阶
block.minecraft.deepslate_brick_stairs	Deepslate Brick Stairs	深板岩砖楼梯
block.minecraft.deepslate_brick_wall	Deepslate Brick Wall	深板岩砖墙
block.minecraft.deepslate_bricks	Deepslate Bricks	深板岩砖
block.minecraft.deepslate_coal_ore	Deepslate Coal Ore	深层煤矿石
block.minecraft.deepslate_copper_ore	Deepslate Copper Ore	深层铜矿石
block.minecraft.deepslate_diamond_ore	Deepslate Diamond Ore	深层钻石矿石
block.minecraft.deepslate_emerald_ore	Deepslate Emerald Ore	深层绿宝石矿石
block.minecraft.deepslate_gold_ore	Deepslate Gold Ore	深层金矿石
block.minecraft.deepslate_iron_ore	Deepslate Iron Ore	深层铁矿石
block.minecraft.deepslate_lapis_ore	Deepslate Lapis Lazuli Ore	深层青金石矿石
block.minecraft.deepslate_redstone_ore	Deepslate Redstone Ore	深层红石矿石
block.minecraft.deepslate_tile_slab	Deepslate Tile Slab	深板岩瓦台阶
block.minecraft.deepslate_tile_stairs	Deepslate Tile Stairs	深板岩瓦楼梯
block.minecraft.deepslate_tile_wall	Deepslate Tile Wall	深板岩瓦墙
block.minecraft.deepslate_tiles	Deepslate Tiles	深板岩瓦
block.minecraft.detector_rail	Detector Rail	探测铁轨
block.minecraft.diamond_block	Block of Diamond	钻石块
block.minecraft.diamond_ore	Diamond Ore	钻石矿石
block.minecraft.diorite	Diorite	闪长岩
block.minecraft.diorite_slab	Diorite Slab	闪长岩台阶
block.minecraft.diorite_stairs	Diorite Stairs	闪长岩楼梯
block.minecraft.diorite_wall	Diorite Wall	闪长岩墙
block.minecraft.dirt	Dirt	泥土
block.minecraft.dirt_path	Dirt Path	土径
block.minecraft.dispenser	Dispenser	发射器
block.minecraft.dragon_egg	Dragon Egg	龙蛋
block.minecraft.dragon_head	Dragon Head	龙首
block.minecraft.dragon_wall_head	Dragon Wall Head	墙上的龙首
block.minecraft.dried_kelp_block	Dried Kelp Block	干海带块
block.minecraft.dripstone_block	Dripstone Block	滴水石块
block.minecraft.dropper	Dropper	投掷器
block.minecraft.emerald_block	Block of Emerald	绿宝石块
block.minecraft.emerald_ore	Emerald Ore	绿宝石矿石
block.minecraft.enchanting_table	Enchanting Table	附魔台
block.minecraft.end_gateway	End Gateway	末地折跃门
block.minecraft.end_portal	End Portal	末地传送门
block.minecraft.end_portal_frame	End Portal Frame	末地传送门框架
block.minecraft.end_rod	End Rod	末地烛
block.minecraft.end_stone	End Stone	末地石
block.minecraft.end_stone_brick_slab	End Stone Brick Slab	末地石砖台阶
block.minecraft.end_stone_brick_stairs	End Stone Brick Stairs	末地石砖楼梯
block.minecraft.end_stone_brick_wall	End Stone Brick Wall	末地石砖墙
block.minecraft.end_stone_bricks	End Stone Bricks	末地石砖
block.minecraft.ender_chest	Ender Chest	末影箱
block.minecraft.exposed_chiseled_copper	Exposed Chiseled Copper	斑驳的雕纹铜块
block.minecraft.exposed_copper	Exposed Copper	斑驳的铜块
block.minecraft.exposed_copper_bulb	Exposed Copper Bulb	斑驳的铜灯
block.minecraft.exposed_copper_door	Exposed Copper Door	斑驳的铜门
block.minecraft.exposed_copper_grate	Exposed Copper Grate	斑驳的铜格栅
block.minecraft.exposed_copper_trapdoor	Exposed Copper Trapdoor	斑驳的铜活板门
block.minecraft.exposed_cut_copper	Exposed Cut Copper	斑驳的切制铜块
block.minecraft.exposed_cut_copper_slab	Exposed Cut Copper Slab	斑驳的切制铜台阶
block.minecraft.exposed_cut_copper_stairs	Exposed Cut Copper Stairs	斑驳的切制铜楼梯
block.minecraft.farmland	Farmland	耕地
block.minecraft.fern	Fern	蕨
block.minecraft.fire	Fire	火
block.minecraft.fire_coral	Fire Coral	火珊瑚
block.minecraft.fire_coral_block	Fire Coral Block	火珊瑚块
block.minecraft.fire_coral_fan	Fire Coral Fan	火珊瑚扇
block.minecraft.fire_coral_wall_fan	Fire Coral Wall Fan	墙上的火珊瑚扇
block.minecraft.fletching_table	Fletching Table	制箭台
block.minecraft.flower_pot	Flower Pot	花盆
block.minecraft.flowering_azalea	Flowering Azalea	盛开的杜鹃花丛
block.minecraft.flowering_azalea_leaves	Flowering Azalea Leaves	盛开的杜鹃树叶
block.minecraft.frogspawn	Frogspawn	青蛙卵
block.minecraft.frosted_ice	Frosted Ice	霜冰
block.minecraft.furnace	Furnace	熔炉
block.minecraft.gilded_blackstone	Gilded Blackstone	镶金黑石
block.minecraft.glass	Glass	玻璃
block.minecraft.glass_pane	Glass Pane	玻璃板
block.minecraft.glow_lichen	Glow Lichen	发光地衣
block.minecraft.glowstone	Glowstone	荧石
block.minecraft.gold_block	Block of Gold	金块
block.minecraft.gold_ore	Gold Ore	金矿石
block.minecraft.granite	Granite	花岗岩
block.minecraft.granite_slab	Granite Slab	花岗岩台阶
block.minecraft.granite_stairs	Granite Stairs	花岗岩楼梯
block.minecraft.granite_wall	Granite Wall	花岗岩墙
block.minecraft.grass	Grass	草
block.minecraft.grass_block	Grass Block	草方块
block.minecraft.gravel	Gravel	沙砾
block.minecraft.gray_banner	Gray Banner	灰色旗帜
block.minecraft.gray_bed	Gray Bed	灰色床
block.minecraft.gray_candle	Gray Candle	灰色蜡烛
block.minecraft.gray_candle_cake	Cake with Gray Candle	插上灰色蜡烛的蛋糕
block.minecraft.gray_carpet	Gray Carpet	灰色地毯
block.minecraft.gray_concrete	Gray Concrete	灰色混凝土
block.minecraft.gray_concrete_powder	Gray Concrete Powder	灰色混凝土粉末
block.minecraft.gray_glazed_terracotta	Gray Glazed Terracotta	灰色带釉陶瓦
block.minecraft.gray_shulker_box	Gray Shulker Box	灰色潜影盒
block.minecraft.gray_stained_glass	Gray Stained Glass	灰色染色玻璃
block.minecraft.gray_stained_glass_pane	Gray Stained Glass Pane	灰色染色玻璃板
block.minecraft.gray_terracotta	Gray Terracotta	灰色陶瓦
block.minecraft.gray_wool	Gray Wool	灰色羊毛
block.minecraft.green_banner	Green Banner	绿色旗帜
block.minecraft.green_bed	Green Bed	绿色床
