key.keyboard.keypad.add	Keypad +	小键盘 +	數字鍵 +	數字鍵 +	キーパッド +
key.keyboard.keypad.decimal	Keypad Decimal	小键盘 .	數字鍵 .	數字鍵 .	キーパッド 小数点
key.keyboard.keypad.enter	Keypad Enter	小键盘 Enter	數字鍵 Enter	數字鍵 Enter	キーパッド Enter
key.keyboard.keypad.equal	Keypad =	小键盘 =	數字鍵 =	數字鍵 =	キーパッド =
key.keyboard.keypad.multiply	Keypad *	小键盘 *	數字鍵 *	數字鍵 *	キーパッド *
key.keyboard.keypad.divide	Keypad /	小键盘 /	數字鍵 /	數字鍵 /	キーパッド /
key.keyboard.keypad.subtract	Keypad -	小键盘 -	數字鍵 -	數字鍵 -	キーパッド -
key.keyboard.left.bracket	[	[	[	[	[
key.keyboard.right.bracket	]	]	]	]	]
key.keyboard.minus	-	-	-	-	-
key.keyboard.num.lock	Num Lock	Num Lock	Num Lock	Num Lock	Num Lock
key.keyboard.caps.lock	Caps Lock	Caps Lock	Caps Lock	Caps Lock	Caps Lock
key.keyboard.scroll.lock	Scroll Lock	Scroll Lock	Scroll Lock	Scroll Lock	Scroll Lock
key.keyboard.page.down	Page Down	Page Down	Page Down	Page Down	Page Down
key.keyboard.page.up	Page Up	Page Up	Page Up	Page Up	Page Up
key.keyboard.pause	Pause	Pause	Pause	Pause	Pause
key.keyboard.period	.	.	.	.	.
key.keyboard.left.control	Left Control	左Ctrl	左 Ctrl	左 Ctrl	左 Control
key.keyboard.right.control	Right Control	右Ctrl	右 Ctrl	右 Ctrl	右 Control
key.keyboard.left.alt	Left Alt	左Alt	左 Alt	左 Alt	左 Alt
key.keyboard.right.alt	Right Alt	右Alt	右 Alt	右 Alt	右 Alt
key.keyboard.left.shift	Left Shift	左Shift	左 Shift	左 Shift	左 Shift
key.keyboard.right.shift	Right Shift	右Shift	右 Shift	右 Shift	右 Shift
key.keyboard.left.win	Left Win	左Win	左 Windows	左 Win	左 Win
key.keyboard.right.win	Right Win	右Win	右 Windows	右 Win	右 Win
key.keyboard.semicolon	;	;	;	;	;
key.keyboard.slash	/	/	/	/	/
key.keyboard.space	Space	空格	空白鍵	空白鍵	Space
key.keyboard.tab	Tab	Tab	Tab	Tab	Tab
key.keyboard.up	Up Arrow	上方向键	↑ 鍵	↑ 鍵	上方向キー
key.keyboard.down	Down Arrow	下方向键	↓ 鍵	↓ 鍵	下方向キー
key.keyboard.left	Left Arrow	左方向键	← 鍵	← 鍵	左方向キー
key.keyboard.right	Right Arrow	右方向键	→ 鍵	→ 鍵	右方向キー
key.keyboard.menu	Menu	菜单	選單鍵	選單鍵	メニュー
key.keyboard.print.screen	Print Screen	Print Screen	Print Screen	Print Screen	Print Screen
key.keyboard.world.1	World 1	World 1	World 1	World 1	ワールド 1
key.keyboard.world.2	World 2	World 2	World 2	World 2	ワールド 2
pack.available.title	Available	可用	可用	可用	利用可能
pack.selected.title	Selected	已选	已選擇	已選擇	選択中
pack.incompatible	Incompatible	不兼容	不相容	不相容	非対応
pack.incompatible.old	(Made for an older version of Minecraft)	（适用于旧版本的Minecraft）	（為 Minecraft 較舊版本製作）	（適用於舊版本嘅Minecraft）	（旧バージョン向けに制作）
pack.incompatible.new	(Made for a newer version of Minecraft)	（适用于新版本的Minecraft）	（為 Minecraft 較新版本製作）	（適用於新版本嘅Minecraft）	（新バージョン向けに制作）
pack.incompatible.confirm.title	Are you sure you want to load this pack?	你确定要加载此压缩包吗？	你確定要載入此資料包？	你真係想載入依個資源包？	このパックを読み込みますか？
pack.incompatible.confirm.old	This pack was made for an older version of Minecraft and may no longer work correctly.	这个压缩包是为更旧的Minecraft版本所打造的，在此版本可能不会正常工作。	此資料包是為舊版本的 Minecraft 設計，可能無法正確運作。	依個是為舊版 Minecraft 製作嘅資源包，可能無法正常運作。	このパックは古いバージョンのMinecraft向けに作られたため、正しく動作しない可能性があります。
pack.incompatible.confirm.new	This pack was made for a newer version of Minecraft and may not work correctly.	这个压缩包是为更新的Minecraft版本所打造的，在此版本可能不会正常工作。	此資料包是為新版本的 Minecraft 設計，可能無法正確運作。	依個是為新版 Minecraft 製作嘅資源包，可能無法正常運作。	このパックは新しいバージョンのMinecraft向けに作られたもので、正常に動作しない可能性があります。
pack.dropInfo	Drag and drop files into this window to add packs	将文件拖放到这个窗口内来添加压缩包	拖曳檔案至此視窗以新增資料包	拖動檔案至此視窗嚟新增數據包	このウィンドウにファイルをドラッグアンドドロップするとパックを追加できます
pack.dropConfirm	Do you want to add the following packs to Minecraft?	你确定要将这些压缩包添加进Minecraft中吗？	您確定要將下列資料包新增至 Minecraft 嗎？	你真係要將下列數據包新增至 Minecraft？	このパックをMinecraftに追加しますか？
pack.copyFailure	Failed to copy packs	复制压缩包失败	資料包複製失敗	數據包複製失敗	パックのコピーに失敗しました
pack.nameAndSource	%s (%s)	%s（%s）	%s (%s)	%s (%s)	%s（%s）
pack.openFolder	Open Pack Folder	打开压缩包文件夹	開啟資料包資料夾	打開數據包文件夾	パックフォルダーを開く
pack.folderInfo	(Place pack files here)	（在此放置压缩包文件）	（請將資料包置於此處）	（請將數據包放喺依度）	（パックファイルをここへ）
resourcePack.title	Select Resource Packs	选择资源包	選擇資源包	選擇資源包	リソースパックの選択
resourcePack.server.name	World Specific Resources	世界指定资源包	世界指定資源	世界指定資源	ワールド固有のリソースパック
resourcePack.broken_assets	BROKEN ASSETS DETECTED	检测到损坏的资源文件	偵測到損壞的檔案資料	檢測到損壞嘅檔案資料	正常でないリソースを検知しました
resourcePack.load_fail	Resource reload failed	重载资源失败	資源重新載入失敗	重新載入資源失敗	リソースの再読み込みに失敗しました
dataPack.title	Select Data Packs	选择数据包	選擇資料包	選取數據包	データパックの選択
dataPack.validation.working	Validating selected data packs...	正在验证已选的数据包…	正在驗證所選的資料包...	正在驗證所選數據包⋯⋯	選択したデータパックを検証しています…
dataPack.validation.failed	Data pack validation failed!	数据包验证失败！	資料包驗證失敗！	數據包驗證失敗！	データパックの検証に失敗しました
dataPack.validation.back	Go Back	返回	返回	返回	戻る
dataPack.validation.reset	Reset to Default	重置为默认	重設為預設值	重設為預設	初期設定にリセット
sign.edit	Edit Sign Message	修改告示牌消息	編輯告示牌文字	編輯指示牌訊息	看板の編集
book.pageIndicator	Page %1$s of %2$s	页面：%1$s/%2$s	第 %1$s 頁/共 %2$s 頁	第 %1$s 頁/共 %2$s 頁	%1$s／%2$sページ
book.byAuthor	by %1$s	%1$s 著	作者 %1$s	作者 %1$s	著者：%1$s
book.signButton	Sign	署名	署名	簽名	署名
book.editTitle	Enter Book Title:	输入书名：	輸入書名：	輸入書名：	本のタイトルを入力してください：
book.finalizeButton	Sign and Close	署名并关闭	署名並完成	簽名並關閉	署名して閉じる
book.finalizeWarning	Note! When you sign the book, it will no longer be editable.	注意！在你署名后，它将不能再被修改。	注意！當您在這本書署名後，將無法再修改書中內容。	注意！當你喺依本書簽名後，將無法再修改書入面嘅內容。	注意！署名をすると、二度と編集ができなくなります。
book.generation.0	Original	原稿	原始版本	原始版本	オリジナル
book.generation.1	Copy of original	原稿的副本	複本	複本	オリジナルのコピー
book.generation.2	Copy of a copy	副本的副本	複本的複本	複本嘅複本	コピーのコピー
book.generation.3	Tattered	破烂不堪	破舊的	破舊嘅	ボロボロ
book.invalid.tag	* Invalid book tag *	* 无效的书本标签 *	* 書本標籤無效 *	* 書本標籤無效 *	* 無効な本のタグ *
merchant.deprecated	Villagers restock up to two times per day.	村民每天最多补货两次。	村民每天最多補貨兩次。	村民每日最多補貨兩次。	村人は1日に2回まで在庫補充をします。
merchant.current_level	Trader's current level	商人的当前等级	交易對象的當前等級	交易對象嘅當前等級	商人の現在のレベル
merchant.next_level	Trader's next level	商人的下一等级	交易對象的下個等級	交易對象嘅下個等級	商人の次のレベル
merchant.level.1	Novice	新手	新手	新手	新米
merchant.level.2	Apprentice	学徒	學徒	學徒	見習い
merchant.level.3	Journeyman	老手	老手	熟手	一人前
merchant.level.4	Expert	专家	專家	專家	熟練者
merchant.level.5	Master	大师	大師	大師	達人
merchant.trades	Trades	交易	交易	交易	取引
block.minecraft.air	Air	空气	空氣	空氣	空気
block.minecraft.barrier	Barrier	屏障	屏障	障幕	バリアブロック
block.minecraft.stone	Stone	石头	石頭	石頭	石
block.minecraft.granite	Granite	花岗岩	花崗岩	花崗岩	花崗岩
block.minecraft.polished_granite	Polished Granite	磨制花岗岩	拋光花崗岩	拋光花崗岩	磨かれた花崗岩
block.minecraft.diorite	Diorite	闪长岩	閃長岩	閃長岩	閃緑岩
block.minecraft.polished_diorite	Polished Diorite	磨制闪长岩	拋光閃長岩	拋光閃長岩	磨かれた閃緑岩
block.minecraft.andesite	Andesite	安山岩	安山岩	安山岩	安山岩
block.minecraft.polished_andesite	Polished Andesite	磨制安山岩	拋光安山岩	拋光安山岩	磨かれた安山岩
block.minecraft.hay_block	Hay Bale	干草块	乾草捆	乾草捆	干草の俵
block.minecraft.grass_block	Grass Block	草方块	草地	草地	草ブロック
block.minecraft.dirt	Dirt	泥土	泥土	泥土	土
block.minecraft.coarse_dirt	Coarse Dirt	砂土	粗泥	粗泥	粗い土
block.minecraft.podzol	Podzol	灰化土	灰壤	灰壤	ポドゾル
block.minecraft.cobblestone	Cobblestone	圆石	鵝卵石	碎石	丸石
block.minecraft.oak_planks	Oak Planks	橡木木板	橡木材	橡木板	オークの板材
block.minecraft.spruce_planks	Spruce Planks	云杉木板	杉木材	杉木板	トウヒの板材
block.minecraft.birch_planks	Birch Planks	白桦木板	樺木材	樺木板	シラカバの板材
block.minecraft.jungle_planks	Jungle Planks	丛林木板	叢林木材	叢林木板	ジャングルの板材
block.minecraft.acacia_planks	Acacia Planks	金合欢木板	相思木材	相思木板	アカシアの板材
block.minecraft.dark_oak_planks	Dark Oak Planks	深色橡木木板	黑橡木材	黑橡木板	ダークオークの板材
block.minecraft.oak_sapling	Oak Sapling	橡树树苗	橡木樹苗	橡木樹苗	オークの苗木
block.minecraft.spruce_sapling	Spruce Sapling	云杉树苗	杉木樹苗	杉木樹苗	トウヒの苗木
block.minecraft.birch_sapling	Birch Sapling	白桦树苗	樺木樹苗	樺木樹苗	シラカバの苗木
block.minecraft.jungle_sapling	Jungle Sapling	丛林树苗	叢林木樹苗	叢林木樹苗	ジャングルの苗木
block.minecraft.acacia_sapling	Acacia Sapling	金合欢树苗	相思木樹苗	相思木樹苗	アカシアの苗木
block.minecraft.dark_oak_sapling	Dark Oak Sapling	深色橡树树苗	黑橡木樹苗	黑橡木樹苗	ダークオークの苗木
block.minecraft.oak_door	Oak Door	橡木门	橡木門	橡木門	オークのドア
block.minecraft.spruce_door	Spruce Door	云杉木门	杉木門	杉木門	トウヒのドア
block.minecraft.birch_door	Birch Door	白桦木门	樺木門	樺木門	シラカバのドア
block.minecraft.jungle_door	Jungle Door	丛林木门	叢林木門	叢林木門	ジャングルのドア
block.minecraft.acacia_door	Acacia Door	金合欢木门	相思木門	相思木門	アカシアのドア
block.minecraft.dark_oak_door	Dark Oak Door	深色橡木门	黑橡木門	黑橡木門	ダークオークのドア
block.minecraft.bedrock	Bedrock	基岩	基岩	基岩	岩盤
block.minecraft.water	Water	水	水	水	水
block.minecraft.lava	Lava	熔岩	熔岩	熔岩	溶岩
block.minecraft.sand	Sand	沙子	沙	沙	砂
block.minecraft.red_sand	Red Sand	红沙	紅沙	紅沙	赤い砂
block.minecraft.sandstone	Sandstone	砂岩	砂岩	砂岩	砂岩
block.minecraft.chiseled_sandstone	Chiseled Sandstone	錾制砂岩	浮雕砂岩	浮雕砂岩	模様入りの砂岩
block.minecraft.cut_sandstone	Cut Sandstone	切制砂岩	切製砂岩	切製砂岩	研がれた砂岩
block.minecraft.red_sandstone	Red Sandstone	红砂岩	紅砂岩	紅砂岩	赤い砂岩
block.minecraft.chiseled_red_sandstone	Chiseled Red Sandstone	錾制红砂岩	浮雕紅砂岩	浮雕紅砂岩	模様入りの赤い砂岩
block.minecraft.cut_red_sandstone	Cut Red Sandstone	切制红砂岩	切製紅砂岩	切製紅砂岩	研がれた赤い砂岩
block.minecraft.gravel	Gravel	沙砾	礫石	砂礫	砂利
block.minecraft.gold_ore	Gold Ore	金矿石	金礦	金礦	金鉱石
block.minecraft.nether_gold_ore	Nether Gold Ore	下界金矿石	地獄金礦	地獄金礦	ネザー金鉱石
block.minecraft.iron_ore	Iron Ore	铁矿石	鐵礦	鐵礦	鉄鉱石
block.minecraft.coal_ore	Coal Ore	煤矿石	煤礦	煤礦	石炭鉱石
block.minecraft.oak_wood	Oak Wood	橡木	橡木塊	橡木	オークの木
block.minecraft.spruce_wood	Spruce Wood	云杉木	杉木塊	杉木	トウヒの木
block.minecraft.birch_wood	Birch Wood	白桦木	樺木塊	樺木	シラカバの木
block.minecraft.jungle_wood	Jungle Wood	丛林木	叢林木塊	叢林木	ジャングルの木
block.minecraft.acacia_wood	Acacia Wood	金合欢木	相思木塊	相思木	アカシアの木
block.minecraft.dark_oak_wood	Dark Oak Wood	深色橡木	黑橡木塊	黑橡木	ダークオークの木
block.minecraft.oak_log	Oak Log	橡木原木	橡木原木	橡木原木	オークの原木
block.minecraft.spruce_log	Spruce Log	云杉原木	杉木原木	杉木原木	トウヒの原木
block.minecraft.birch_log	Birch Log	白桦原木	樺木原木	樺木原木	シラカバの原木
block.minecraft.jungle_log	Jungle Log	丛林原木	叢林木原木	叢林木原木	ジャングルの原木
block.minecraft.acacia_log	Acacia Log	金合欢原木	相思木原木	相思木原木	アカシアの原木
block.minecraft.dark_oak_log	Dark Oak Log	深色橡木原木	黑橡木原木	黑橡木原木	ダークオークの原木
block.minecraft.stripped_oak_log	Stripped Oak Log	去皮橡木原木	剝皮橡木原木	剝皮橡木原木	樹皮を剥いだオークの原木
block.minecraft.stripped_spruce_log	Stripped Spruce Log	去皮云杉原木	剝皮杉木原木	剝皮杉木原木	樹皮を剥いだトウヒの原木
block.minecraft.stripped_birch_log	Stripped Birch Log	去皮白桦原木	剝皮樺木原木	剝皮樺木原木	樹皮を剥いだシラカバの原木
block.minecraft.stripped_jungle_log	Stripped Jungle Log	去皮丛林原木	剝皮叢林木原木	剝皮叢林木原木	樹皮を剥いだジャングルの原木
block.minecraft.stripped_acacia_log	Stripped Acacia Log	去皮金合欢原木	剝皮相思木原木	剝皮相思木原木	樹皮を剥いだアカシアの原木
block.minecraft.stripped_dark_oak_log	Stripped Dark Oak Log	去皮深色橡木原木	剝皮黑橡木原木	剝皮黑橡木原木	樹皮を剥いだダークオークの原木
block.minecraft.stripped_oak_wood	Stripped Oak Wood	去皮橡木	剝皮橡木塊	剝皮橡木	樹皮を剥いだオークの木
block.minecraft.stripped_spruce_wood	Stripped Spruce Wood	去皮云杉木	剝皮杉木塊	剝皮杉木	樹皮を剥いだトウヒの木
block.minecraft.stripped_birch_wood	Stripped Birch Wood	去皮白桦木	剝皮樺木塊	剝皮樺木	樹皮を剥いだシラカバの木
block.minecraft.stripped_jungle_wood	Stripped Jungle Wood	去皮丛林木	剝皮叢林木塊	剝皮叢林木	樹皮を剥いだジャングルの木
block.minecraft.stripped_acacia_wood	Stripped Acacia Wood	去皮金合欢木	剝皮相思木塊	剝皮相思木	樹皮を剥いだアカシアの木
block.minecraft.stripped_dark_oak_wood	Stripped Dark Oak Wood	去皮深色橡木	剝皮黑橡木塊	剝皮黑橡木	樹皮を剥いだダークオークの木
block.minecraft.oak_leaves	Oak Leaves	橡树树叶	橡木樹葉	橡木樹葉	オークの葉
block.minecraft.spruce_leaves	Spruce Leaves	云杉树叶	杉木樹葉	杉木樹葉	トウヒの葉
block.minecraft.birch_leaves	Birch Leaves	白桦树叶	樺木樹葉	樺木樹葉	シラカバの葉
block.minecraft.jungle_leaves	Jungle Leaves	丛林树叶	叢林木樹葉	叢林木樹葉	ジャングルの葉
block.minecraft.acacia_leaves	Acacia Leaves	金合欢树叶	相思木樹葉	相思木樹葉	アカシアの葉
block.minecraft.dark_oak_leaves	Dark Oak Leaves	深色橡树树叶	黑橡木樹葉	黑橡木樹葉	ダークオークの葉
block.minecraft.dead_bush	Dead Bush	枯萎的灌木	枯灌木	死灌木	枯れ木
block.minecraft.grass	Grass	草	草	草	草
block.minecraft.fern	Fern	蕨	蕨	蕨	シダ
block.minecraft.sponge	Sponge	海绵	海綿	海綿	スポンジ
block.minecraft.wet_sponge	Wet Sponge	湿海绵	濕海綿	濕海綿	濡れたスポンジ
block.minecraft.glass	Glass	玻璃	玻璃	玻璃	ガラス
block.minecraft.kelp_plant	Kelp Plant	海带植株	海帶植株	海帶植株	コンブの茎
block.minecraft.kelp	Kelp	海带	海帶	海帶	コンブ
block.minecraft.dried_kelp_block	Dried Kelp Block	干海带块	海帶乾塊	乾海帶捆	乾燥した昆布ブロック
block.minecraft.white_stained_glass	White Stained Glass	白色染色玻璃	白色玻璃	白色染色玻璃	白色の色付きガラス
block.minecraft.orange_stained_glass	Orange Stained Glass	橙色染色玻璃	橙色玻璃	橙色染色玻璃	橙色の色付きガラス
block.minecraft.magenta_stained_glass	Magenta Stained Glass	品红色染色玻璃	洋紅色玻璃	紫紅色染色玻璃	赤紫色の色付きガラス
block.minecraft.light_blue_stained_glass	Light Blue Stained Glass	淡蓝色染色玻璃	淺藍色玻璃	淺藍色染色玻璃	空色の色付きガラス
block.minecraft.yellow_stained_glass	Yellow Stained Glass	黄色染色玻璃	黃色玻璃	黃色染色玻璃	黄色の色付きガラス
block.minecraft.lime_stained_glass	Lime Stained Glass	黄绿色染色玻璃	淺綠色玻璃	淺綠色染色玻璃	黄緑色の色付きガラス
block.minecraft.pink_stained_glass	Pink Stained Glass	粉红色染色玻璃	粉紅色玻璃	粉紅色染色玻璃	桃色の色付きガラス
block.minecraft.gray_stained_glass	Gray Stained Glass	灰色染色玻璃	灰色玻璃	灰色染色玻璃	灰色の色付きガラス
block.minecraft.light_gray_stained_glass	Light Gray Stained Glass	淡灰色染色玻璃	淺灰色玻璃	淺灰色染色玻璃	薄灰色の色付きガラス
block.minecraft.cyan_stained_glass	Cyan Stained Glass	青色染色玻璃	青色玻璃	青藍色染色玻璃	青緑色の色付きガラス
block.minecraft.purple_stained_glass	Purple Stained Glass	紫色染色玻璃	紫色玻璃	紫色染色玻璃	紫色の色付きガラス
block.minecraft.blue_stained_glass	Blue Stained Glass	蓝色染色玻璃	藍色玻璃	藍色染色玻璃	青色の色付きガラス
block.minecraft.brown_stained_glass	Brown Stained Glass	棕色染色玻璃	棕色玻璃	啡色染色玻璃	茶色の色付きガラス
block.minecraft.green_stained_glass	Green Stained Glass	绿色染色玻璃	綠色玻璃	綠色染色玻璃	緑色の色付きガラス
block.minecraft.red_stained_glass	Red Stained Glass	红色染色玻璃	紅色玻璃	紅色染色玻璃	赤色の色付きガラス
block.minecraft.black_stained_glass	Black Stained Glass	黑色染色玻璃	黑色玻璃	黑色染色玻璃	黒色の色付きガラス
block.minecraft.white_stained_glass_pane	White Stained Glass Pane	白色染色玻璃板	白色玻璃片	白色染色玻璃片	白色の色付きガラス板
block.minecraft.orange_stained_glass_pane	Orange Stained Glass Pane	橙色染色玻璃板	橙色玻璃片	橙色染色玻璃片	橙色の色付きガラス板
block.minecraft.magenta_stained_glass_pane	Magenta Stained Glass Pane	品红色染色玻璃板	洋紅色玻璃片	紫紅色染色玻璃片	赤紫色の色付きガラス板
block.minecraft.light_blue_stained_glass_pane	Light Blue Stained Glass Pane	淡蓝色染色玻璃板	淺藍色玻璃片	淺藍色染色玻璃片	空色の色付きガラス板
block.minecraft.yellow_stained_glass_pane	Yellow Stained Glass Pane	黄色染色玻璃板	黃色玻璃片	黃色染色玻璃片	黄色の色付きガラス板
block.minecraft.lime_stained_glass_pane	Lime Stained Glass Pane	黄绿色染色玻璃板	淺綠色玻璃片	淺綠色染色玻璃片	黄緑色の色付きガラス板
block.minecraft.pink_stained_glass_pane	Pink Stained Glass Pane	粉红色染色玻璃板	粉紅色玻璃片	粉紅色染色玻璃片	桃色の色付きガラス板
block.minecraft.gray_stained_glass_pane	Gray Stained Glass Pane	灰色染色玻璃板	灰色玻璃片	灰色染色玻璃片	灰色の色付きガラス板
block.minecraft.light_gray_stained_glass_pane	Light Gray Stained Glass Pane	淡灰色染色玻璃板	淺灰色玻璃片	淺灰色染色玻璃片	薄灰色の色付きガラス板
block.minecraft.cyan_stained_glass_pane	Cyan Stained Glass Pane	青色染色玻璃板	青色玻璃片	青藍色染色玻璃片	青緑色の色付きガラス板
block.minecraft.purple_stained_glass_pane	Purple Stained Glass Pane	紫色染色玻璃板	紫色玻璃片	紫色染色玻璃片	紫色の色付きガラス板
block.minecraft.blue_stained_glass_pane	Blue Stained Glass Pane	蓝色染色玻璃板	藍色玻璃片	藍色染色玻璃片	青色の色付きガラス板
block.minecraft.brown_stained_glass_pane	Brown Stained Glass Pane	棕色染色玻璃板	棕色玻璃片	啡色染色玻璃片	茶色の色付きガラス板
block.minecraft.green_stained_glass_pane	Green Stained Glass Pane	绿色染色玻璃板	綠色玻璃片	綠色染色玻璃片	緑色の色付きガラス板
block.minecraft.red_stained_glass_pane	Red Stained Glass Pane	红色染色玻璃板	紅色玻璃片	紅色染色玻璃片	赤色の色付きガラス板
block.minecraft.black_stained_glass_pane	Black Stained Glass Pane	黑色染色玻璃板	黑色玻璃片	黑色染色玻璃片	黒色の色付きガラス板
block.minecraft.glass_pane	Glass Pane	玻璃板	玻璃片	玻璃片	ガラス板
block.minecraft.dandelion	Dandelion	蒲公英	蒲公英	蒲公英	タンポポ
block.minecraft.poppy	Poppy	虞美人	罌粟	罌粟	ポピー
block.minecraft.blue_orchid	Blue Orchid	兰花	藍色蝴蝶蘭	蘭花	ヒスイラン
block.minecraft.allium	Allium	绒球葱	紫紅球花	絨球葱	アリウム
block.minecraft.azure_bluet	Azure Bluet	蓝花美耳草	雛草	雛草	ヒナソウ
block.minecraft.red_tulip	Red Tulip	红色郁金香	紅色鬱金香	紅色鬱金香	赤色のチューリップ
block.minecraft.orange_tulip	Orange Tulip	橙色郁金香	橙色鬱金香	橙色鬱金香	橙色のチューリップ
block.minecraft.white_tulip	White Tulip	白色郁金香	白色鬱金香	白色鬱金香	白色のチューリップ
block.minecraft.pink_tulip	Pink Tulip	粉红色郁金香	粉紅色鬱金香	粉紅色鬱金香	桃色のチューリップ
block.minecraft.oxeye_daisy	Oxeye Daisy	滨菊	雛菊	雛菊	フランスギク
block.minecraft.cornflower	Cornflower	矢车菊	矢車菊	矢車菊	ヤグルマギク
block.minecraft.lily_of_the_valley	Lily of the Valley	铃兰	鈴蘭	鈴蘭	スズラン
block.minecraft.wither_rose	Wither Rose	凋零玫瑰	凋零玫瑰	凋零玫瑰	ウィザーローズ
block.minecraft.sunflower	Sunflower	向日葵	向日葵	向日葵	ヒマワリ
block.minecraft.lilac	Lilac	丁香	紫丁香	紫丁香	ライラック
block.minecraft.tall_grass	Tall Grass	高草丛	芒草	長草叢	背の高い草
block.minecraft.tall_seagrass	Tall Seagrass	高海草	高海草	長海草	背の高い海草
block.minecraft.large_fern	Large Fern	大型蕨	大型蕨類	大型蕨	大きなシダ
block.minecraft.rose_bush	Rose Bush	玫瑰丛	玫瑰叢	玫瑰叢	バラの低木
block.minecraft.peony	Peony	牡丹	牡丹花	牡丹花	ボタン
block.minecraft.seagrass	Seagrass	海草	海草	海草	海草
block.minecraft.sea_pickle	Sea Pickle	海泡菜	海鞘	海鞘	シーピクルス
block.minecraft.brown_mushroom	Brown Mushroom	棕色蘑菇	棕色蘑菇	啡色蘑菇	茶色のキノコ
block.minecraft.red_mushroom_block	Red Mushroom Block	红色蘑菇方块	紅色蘑菇方塊	紅色蘑菇方塊	赤色のキノコブロック
block.minecraft.brown_mushroom_block	Brown Mushroom Block	棕色蘑菇方块	棕色蘑菇方塊	啡色蘑菇方塊	茶色のキノコブロック
block.minecraft.mushroom_stem	Mushroom Stem	蘑菇柄	蘑菇柄	蘑菇椗	キノコの柄
block.minecraft.gold_block	Block of Gold	金块	黃金方塊	金磚	金ブロック
block.minecraft.iron_block	Block of Iron	铁块	鐵方塊	鐵磚	鉄ブロック
block.minecraft.smooth_stone	Smooth Stone	平滑石头	平滑石頭	平滑石頭	滑らかな石
block.minecraft.smooth_sandstone	Smooth Sandstone	平滑砂岩	平滑砂岩	平滑砂岩	滑らかな砂岩
block.minecraft.smooth_red_sandstone	Smooth Red Sandstone	平滑红砂岩	平滑紅砂岩	平滑紅砂岩	滑らかな赤い砂岩
block.minecraft.smooth_quartz	Smooth Quartz Block	平滑石英块	平滑石英方塊	平滑石英磚	滑らかなクォーツブロック
block.minecraft.stone_slab	Stone Slab	石头台阶	石半磚	石頭半磚	石のハーフブロック
block.minecraft.smooth_stone_slab	Smooth Stone Slab	平滑石头台阶	平滑石半磚	平滑石頭半磚	滑らかな石のハーフブロック
block.minecraft.sandstone_slab	Sandstone Slab	砂岩台阶	砂岩半磚	砂岩半磚	砂岩のハーフブロック
block.minecraft.red_sandstone_slab	Red Sandstone Slab	红砂岩台阶	紅砂岩半磚	紅砂岩半磚	赤い砂岩のハーフブロック
block.minecraft.cut_sandstone_slab	Cut Sandstone Slab	切制砂岩台阶	切製砂岩半磚	切製砂岩半磚	研がれた砂岩のハーフブロック
block.minecraft.cut_red_sandstone_slab	Cut Red Sandstone Slab	切制红砂岩台阶	切製紅砂岩半磚	切製紅砂岩半磚	研がれた赤い砂岩のハーフブロック
block.minecraft.petrified_oak_slab	Petrified Oak Slab	石化橡木台阶	石化橡木半磚	石化橡木半磚	石化したオークのハーフブロック
block.minecraft.cobblestone_slab	Cobblestone Slab	圆石台阶	鵝卵石半磚	碎石半磚	丸石のハーフブロック
block.minecraft.brick_slab	Brick Slab	砖台阶	紅磚半磚	紅磚半磚	レンガのハーフブロック
block.minecraft.stone_brick_slab	Stone Brick Slab	石砖台阶	石磚半磚	石磚半磚	石レンガのハーフブロック
block.minecraft.nether_brick_slab	Nether Brick Slab	下界砖台阶	地獄磚半磚	地獄磚半磚	ネザーレンガのハーフブロック
block.minecraft.quartz_slab	Quartz Slab	石英台阶	石英半磚	石英半磚	クォーツのハーフブロック
block.minecraft.oak_slab	Oak Slab	橡木台阶	橡木半磚	橡木半磚	オークのハーフブロック
block.minecraft.spruce_slab	Spruce Slab	云杉木台阶	杉木半磚	杉木半磚	トウヒのハーフブロック
block.minecraft.birch_slab	Birch Slab	白桦木台阶	樺木半磚	樺木半磚	シラカバのハーフブロック
block.minecraft.jungle_slab	Jungle Slab	丛林木台阶	叢林木半磚	叢林木半磚	ジャングルのハーフブロック
block.minecraft.acacia_slab	Acacia Slab	金合欢木台阶	相思木半磚	相思木半磚	アカシアのハーフブロック
block.minecraft.dark_oak_slab	Dark Oak Slab	深色橡木台阶	黑橡木半磚	黑橡木半磚	ダークオークのハーフブロック
block.minecraft.dark_prismarine_slab	Dark Prismarine Slab	暗海晶石台阶	暗海磷石半磚	暗海磷石半磚	ダークプリズマリンのハーフブロック
block.minecraft.prismarine_slab	Prismarine Slab	海晶石台阶	海磷石半磚	海磷石半磚	プリズマリンのハーフブロック
block.minecraft.prismarine_brick_slab	Prismarine Brick Slab	海晶石砖台阶	海磷石磚半磚	海磷石磚半磚	プリズマリンレンガのハーフブロック
block.minecraft.bricks	Bricks	砖块	紅磚	紅磚	レンガ
block.minecraft.tnt	TNT	TNT	TNT	TNT	TNT
block.minecraft.bookshelf	Bookshelf	书架	書櫃	書櫃	本棚
block.minecraft.mossy_cobblestone	Mossy Cobblestone	苔石	青苔鵝卵石	青苔碎石	苔むした丸石
block.minecraft.obsidian	Obsidian	黑曜石	黑曜石	黑曜石	黒曜石
block.minecraft.torch	Torch	火把	火把	火炬	松明
